Region,MetropolitanStatus,Exper,Educ,WeeklyEarnings
Northeast,MetropolitanArea,9,16,712.25
Northeast,MetropolitanArea,29,12,641.03
West,MetropolitanArea,26,12,356.13
South,MetropolitanArea,22,12,403.61
West,MetropolitanArea,37,12,593.54
South,MetropolitanArea,20,14,902.18
South,MetropolitanArea,4,14,688.51
Northeast,MetropolitanArea,12,12,557.93
Northeast,MetropolitanArea,17,16,1092.12
South,MetropolitanArea,27,16,2374.15
South,MetropolitanArea,31,17,546.06
South,NotMetropolitanArea,9,12,213.68
West,MetropolitanArea,16,14,2259.26
South,MetropolitanArea,22,10,231.48
Midwest,MetropolitanArea,24,16,334.33
Midwest,MetropolitanArea,14,17,793.65
West,MetropolitanArea,8,12,345.68
South,NotMetropolitanArea,28,8,401.23
South,NotMetropolitanArea,13,12,290.43
Northeast,MetropolitanArea,9,16,474.83
Northeast,MetropolitanArea,12,9,118.71
Midwest,MetropolitanArea,13,18,2136.75
Northeast,MetropolitanArea,11,12,642.21
West,NotMetropolitanArea,11,11,617.28
South,NotMetropolitanArea,40,12,415.48
South,NotMetropolitanArea,46,9,142.45
South,MetropolitanArea,26,13,593.54
South,MetropolitanArea,8,11,419.81
West,NotMetropolitanArea,33,13,881.48
South,MetropolitanArea,25,11,498.58
Midwest,MetropolitanArea,23,18,569.8
South,MetropolitanArea,10,15,946.23
West,MetropolitanArea,40,8,569.8
West,MetropolitanArea,2,13,304.94
West,MetropolitanArea,20,16,1187.08
West,MetropolitanArea,5,14,446.34
South,MetropolitanArea,15,16,1424.5
Midwest,MetropolitanArea,16,16,973.41
West,NotMetropolitanArea,15,16,213.68
South,MetropolitanArea,29,12,257.2
Midwest,MetropolitanArea,46,8,617.28
South,NotMetropolitanArea,6,8,174.5
South,MetropolitanArea,8,16,391.74
Midwest,MetropolitanArea,22,13,617.28
South,MetropolitanArea,9,7,302.47
South,NotMetropolitanArea,7,12,427.09
West,MetropolitanArea,11,18,1020.89
Northeast,MetropolitanArea,5,17,642.97
Midwest,MetropolitanArea,18,12,912.51
Midwest,NotMetropolitanArea,11,17,522.32
Midwest,MetropolitanArea,35,12,724.12
Northeast,MetropolitanArea,26,12,569.8
Midwest,MetropolitanArea,31,14,830.96
Northeast,MetropolitanArea,5,16,622.03
South,MetropolitanArea,7,14,771.6
South,MetropolitanArea,25,15,1424.5
Midwest,NotMetropolitanArea,2,11,166.19
South,MetropolitanArea,4,16,448.72
Northeast,MetropolitanArea,11,12,427.35
South,MetropolitanArea,15,16,997.15
Northeast,MetropolitanArea,10,12,593.54
South,NotMetropolitanArea,34,12,237.42
Northeast,MetropolitanArea,4,11,347.83
Northeast,MetropolitanArea,45,18,735.99
West,MetropolitanArea,10,12,899.02
Midwest,NotMetropolitanArea,31,12,473.87
West,MetropolitanArea,25,12,902.18
West,MetropolitanArea,54,4,661.63
Northeast,MetropolitanArea,44,7,332.38
Northeast,MetropolitanArea,22,15,2184.24
West,MetropolitanArea,38,6,284.9
South,MetropolitanArea,22,12,569.8
South,NotMetropolitanArea,9,12,308.64
South,MetropolitanArea,43,18,332.38
West,NotMetropolitanArea,28,12,949.67
Midwest,NotMetropolitanArea,12,15,127.71
West,MetropolitanArea,48,10,370.37
South,NotMetropolitanArea,25,12,617.28
South,MetropolitanArea,32,12,237.42
Northeast,MetropolitanArea,22,8,427.35
West,MetropolitanArea,12,12,439.2
Midwest,MetropolitanArea,13,12,358.02
Midwest,MetropolitanArea,3,16,166.67
West,NotMetropolitanArea,16,18,587.84
Northeast,MetropolitanArea,11,14,925.93
Northeast,MetropolitanArea,9,12,501.54
Midwest,NotMetropolitanArea,18,17,671.89
West,MetropolitanArea,6,12,493.59
South,MetropolitanArea,5,12,534.19
Northeast,MetropolitanArea,29,17,1424.5
West,MetropolitanArea,5,18,664.77
West,MetropolitanArea,9,17,493.83
Northeast,MetropolitanArea,37,12,403.61
Midwest,NotMetropolitanArea,31,12,436.56
West,NotMetropolitanArea,16,15,712.25
Midwest,NotMetropolitanArea,7,12,925.93
West,NotMetropolitanArea,5,12,221.59
West,NotMetropolitanArea,3,11,231.48
Northeast,MetropolitanArea,7,12,712.25
Northeast,MetropolitanArea,32,10,973.41
Northeast,MetropolitanArea,11,12,474.83
South,MetropolitanArea,21,16,1044.63
Northeast,MetropolitanArea,19,12,759.73
Northeast,MetropolitanArea,9,12,474.83
South,MetropolitanArea,19,13,498.58
Midwest,MetropolitanArea,8,12,379.87
Midwest,NotMetropolitanArea,5,15,593.54
Northeast,MetropolitanArea,8,16,1068.38
West,MetropolitanArea,41,16,635.83
West,MetropolitanArea,10,15,583.07
West,MetropolitanArea,19,14,903.66
South,MetropolitanArea,15,12,712.25
Northeast,MetropolitanArea,19,12,888.89
Midwest,MetropolitanArea,9,12,474.83
Midwest,MetropolitanArea,4,12,593.54
West,MetropolitanArea,11,14,308.64
Northeast,MetropolitanArea,16,12,902.18
South,NotMetropolitanArea,15,12,427.35
West,NotMetropolitanArea,3,18,1033.01
Northeast,MetropolitanArea,29,12,593.54
Northeast,MetropolitanArea,16,9,293.21
South,MetropolitanArea,29,12,664.77
Northeast,MetropolitanArea,53,7,298.5
Northeast,MetropolitanArea,28,12,246.91
South,MetropolitanArea,2,12,308.64
South,NotMetropolitanArea,22,14,949.67
West,MetropolitanArea,12,13,555.56
South,MetropolitanArea,11,14,378.42
South,NotMetropolitanArea,3,12,250.47
South,MetropolitanArea,12,18,617.28
Midwest,MetropolitanArea,10,11,199.05
Midwest,MetropolitanArea,17,12,652.9
Northeast,MetropolitanArea,27,14,830.96
South,MetropolitanArea,44,9,588.08
Northeast,MetropolitanArea,11,10,543.21
West,MetropolitanArea,18,18,997.15
South,MetropolitanArea,9,12,546.06
Northeast,NotMetropolitanArea,15,16,619.66
West,MetropolitanArea,27,18,1329.53
West,MetropolitanArea,12,13,341.88
South,MetropolitanArea,9,16,759.73
South,MetropolitanArea,11,6,142.45
Midwest,MetropolitanArea,5,16,522.32
Northeast,MetropolitanArea,9,12,427.35
Northeast,MetropolitanArea,18,16,1320.99
Northeast,MetropolitanArea,2,13,211.3
Midwest,MetropolitanArea,16,14,332.38
Northeast,MetropolitanArea,22,12,524.69
Midwest,MetropolitanArea,7,16,747.86
Northeast,MetropolitanArea,6,14,522.32
Midwest,MetropolitanArea,7,12,561.17
West,MetropolitanArea,15,6,332.38
South,MetropolitanArea,7,18,830.96
West,MetropolitanArea,27,18,1187.08
West,NotMetropolitanArea,19,12,973.41
Midwest,MetropolitanArea,13,6,160.49
West,NotMetropolitanArea,22,18,304.34
West,MetropolitanArea,26,12,771.6
West,NotMetropolitanArea,21,12,902.18
Midwest,NotMetropolitanArea,35,13,459.37
South,NotMetropolitanArea,25,12,712.25
Midwest,MetropolitanArea,2,13,284.9
West,MetropolitanArea,11,14,783.48
West,MetropolitanArea,8,12,329.22
South,MetropolitanArea,24,14,949.67
Midwest,MetropolitanArea,11,12,391.74
South,MetropolitanArea,11,10,237.04
West,MetropolitanArea,17,14,1068.38
Northeast,MetropolitanArea,17,12,840.46
West,NotMetropolitanArea,11,12,688.51
Northeast,MetropolitanArea,11,12,1115.86
South,NotMetropolitanArea,30,12,1020.89
Northeast,MetropolitanArea,6,12,474.83
South,NotMetropolitanArea,13,10,356.13
Northeast,MetropolitanArea,31,11,881.83
Midwest,NotMetropolitanArea,13,18,664.77
Midwest,NotMetropolitanArea,7,12,262.67
Midwest,MetropolitanArea,12,10,617.28
South,MetropolitanArea,42,11,617.28
Midwest,MetropolitanArea,5,13,712.25
Northeast,MetropolitanArea,13,12,237.42
Midwest,NotMetropolitanArea,3,12,71.23
Midwest,MetropolitanArea,10,12,676.64
Northeast,NotMetropolitanArea,11,12,237.42
Midwest,MetropolitanArea,4,16,498.58
West,MetropolitanArea,47,12,640.74
Northeast,MetropolitanArea,37,10,514.67
South,MetropolitanArea,11,13,432.1
South,NotMetropolitanArea,25,14,1139.6
West,NotMetropolitanArea,0,12,257.2
West,MetropolitanArea,32,9,883.19
South,MetropolitanArea,11,12,1068.38
West,MetropolitanArea,26,14,1471.98
Northeast,MetropolitanArea,47,9,874.49
West,MetropolitanArea,7,12,308.64
South,MetropolitanArea,10,16,498.58
South,NotMetropolitanArea,9,12,712.25
South,MetropolitanArea,32,18,949.67
West,MetropolitanArea,4,12,474.83
South,MetropolitanArea,11,12,774.63
Northeast,MetropolitanArea,11,12,546.06
South,MetropolitanArea,6,12,261.16
Northeast,MetropolitanArea,36,12,427.35
West,NotMetropolitanArea,0,12,138.89
West,MetropolitanArea,9,12,663.03
South,MetropolitanArea,1,18,3009.26
Midwest,MetropolitanArea,38,13,861.63
Midwest,MetropolitanArea,8,14,617.28
Midwest,MetropolitanArea,8,16,878.44
Northeast,MetropolitanArea,29,16,284.9
Northeast,NotMetropolitanArea,2,18,1020.29
Midwest,NotMetropolitanArea,0,14,134.04
Northeast,NotMetropolitanArea,33,18,303.03
Northeast,MetropolitanArea,10,16,246.91
Midwest,MetropolitanArea,1,12,94.41
West,MetropolitanArea,21,16,1187.08
Midwest,MetropolitanArea,11,16,902.18
Midwest,MetropolitanArea,23,12,593.4
West,MetropolitanArea,27,12,284.9
Northeast,MetropolitanArea,33,12,474.83
Northeast,MetropolitanArea,31,8,403.12
Midwest,NotMetropolitanArea,11,12,205.76
South,NotMetropolitanArea,12,16,284.9
South,NotMetropolitanArea,2,18,415.48
West,MetropolitanArea,25,15,733.02
Northeast,MetropolitanArea,32,16,1139.6
Midwest,MetropolitanArea,31,18,264.36
West,MetropolitanArea,42,10,593.54
Midwest,MetropolitanArea,9,17,323.08
South,MetropolitanArea,48,4,403.61
Midwest,MetropolitanArea,15,11,617.28
South,MetropolitanArea,6,10,246.91
Midwest,MetropolitanArea,20,15,1187.08
South,NotMetropolitanArea,4,12,451.09
South,MetropolitanArea,37,18,401.23
Northeast,MetropolitanArea,9,16,1621.88
South,MetropolitanArea,4,13,261.16
West,NotMetropolitanArea,17,12,270.66
South,NotMetropolitanArea,13,12,448.93
Midwest,NotMetropolitanArea,17,14,997.15
West,MetropolitanArea,17,15,1780.63
South,MetropolitanArea,23,12,875.31
West,NotMetropolitanArea,12,13,403.61
West,NotMetropolitanArea,14,12,177.85
South,MetropolitanArea,31,12,427.35
Northeast,MetropolitanArea,20,12,85.47
Northeast,MetropolitanArea,7,12,423.63
Northeast,MetropolitanArea,2,14,411.52
Midwest,NotMetropolitanArea,11,18,424.93
Northeast,MetropolitanArea,13,8,284.9
Midwest,MetropolitanArea,10,10,360.08
West,MetropolitanArea,6,10,379.87
Northeast,MetropolitanArea,12,12,189.93
South,MetropolitanArea,9,18,830.96
West,MetropolitanArea,14,6,261.16
Northeast,MetropolitanArea,11,16,712.25
South,NotMetropolitanArea,35,18,474.83
Midwest,MetropolitanArea,3,16,279.58
South,MetropolitanArea,20,9,166.19
South,MetropolitanArea,28,16,641.03
Northeast,MetropolitanArea,19,12,800.64
Midwest,MetropolitanArea,5,18,284.9
Midwest,NotMetropolitanArea,40,12,522.32
South,NotMetropolitanArea,5,16,743.26
South,NotMetropolitanArea,17,12,296.77
West,MetropolitanArea,30,16,949.67
Northeast,MetropolitanArea,9,12,593.54
South,MetropolitanArea,41,12,1549.45
Northeast,MetropolitanArea,9,14,947.46
South,MetropolitanArea,10,11,308.64
South,MetropolitanArea,32,16,375.0
South,NotMetropolitanArea,26,12,341.88
Northeast,MetropolitanArea,3,16,267.49
West,MetropolitanArea,35,14,712.25
South,MetropolitanArea,33,12,712.25
West,NotMetropolitanArea,25,18,643.4
Midwest,MetropolitanArea,12,12,363.83
West,MetropolitanArea,28,12,712.25
Northeast,MetropolitanArea,4,12,461.49
Midwest,MetropolitanArea,29,9,403.61
South,MetropolitanArea,23,12,712.25
South,MetropolitanArea,13,14,242.05
Midwest,MetropolitanArea,11,16,949.67
West,NotMetropolitanArea,15,14,522.32
Midwest,NotMetropolitanArea,28,8,166.19
Northeast,MetropolitanArea,44,12,498.58
Midwest,MetropolitanArea,8,16,735.99
South,MetropolitanArea,11,8,92.59
Northeast,MetropolitanArea,11,18,1139.6
Midwest,MetropolitanArea,2,12,283.36
South,NotMetropolitanArea,40,12,593.54
Northeast,MetropolitanArea,15,6,402.58
Midwest,NotMetropolitanArea,16,13,754.72
Northeast,MetropolitanArea,42,12,1282.05
West,MetropolitanArea,22,12,1187.08
West,NotMetropolitanArea,27,14,403.61
West,MetropolitanArea,20,16,760.78
Midwest,MetropolitanArea,44,12,569.8
Northeast,MetropolitanArea,13,18,664.77
Midwest,NotMetropolitanArea,3,18,271.6
West,MetropolitanArea,34,16,296.77
Northeast,MetropolitanArea,14,12,356.13
West,NotMetropolitanArea,17,11,685.92
West,NotMetropolitanArea,17,12,370.37
Midwest,MetropolitanArea,11,13,426.78
Midwest,MetropolitanArea,10,10,448.1
Midwest,NotMetropolitanArea,6,12,238.1
South,MetropolitanArea,26,12,830.96
West,MetropolitanArea,34,14,949.67
South,MetropolitanArea,15,15,797.33
Midwest,MetropolitanArea,41,2,1020.89
Northeast,MetropolitanArea,6,17,727.28
Midwest,NotMetropolitanArea,22,12,396.79
West,MetropolitanArea,19,14,557.93
Northeast,NotMetropolitanArea,0,18,474.83
Midwest,MetropolitanArea,48,8,455.84
Northeast,MetropolitanArea,24,9,949.67
Midwest,MetropolitanArea,28,11,356.13
Midwest,MetropolitanArea,2,16,496.2
West,MetropolitanArea,19,16,1709.4
South,MetropolitanArea,14,10,712.25
South,MetropolitanArea,3,18,1282.05
West,NotMetropolitanArea,7,18,308.64
Northeast,MetropolitanArea,4,10,216.05
Midwest,MetropolitanArea,46,12,783.48
West,NotMetropolitanArea,1,12,1131.69
West,MetropolitanArea,22,14,395.06
South,MetropolitanArea,3,12,270.66
South,NotMetropolitanArea,19,16,783.48
Midwest,NotMetropolitanArea,11,12,175.96
South,MetropolitanArea,4,12,185.19
South,NotMetropolitanArea,6,16,617.28
Northeast,MetropolitanArea,8,18,759.73
West,MetropolitanArea,15,13,688.51
Midwest,MetropolitanArea,16,16,1020.89
South,NotMetropolitanArea,3,16,522.32
Midwest,MetropolitanArea,8,12,617.28
Midwest,MetropolitanArea,44,11,617.28
South,MetropolitanArea,8,12,283.95
Midwest,NotMetropolitanArea,19,12,724.12
Midwest,MetropolitanArea,14,12,365.62
South,MetropolitanArea,38,8,1020.89
Northeast,MetropolitanArea,27,14,712.25
South,MetropolitanArea,7,16,1068.38
Midwest,NotMetropolitanArea,21,12,522.32
West,MetropolitanArea,16,12,513.13
Midwest,MetropolitanArea,8,14,356.13
South,NotMetropolitanArea,4,12,214.16
Northeast,MetropolitanArea,36,11,949.67
South,MetropolitanArea,26,16,783.48
Midwest,MetropolitanArea,15,16,755.86
West,NotMetropolitanArea,12,14,707.5
West,NotMetropolitanArea,19,16,427.35
Northeast,MetropolitanArea,24,18,481.96
South,MetropolitanArea,6,12,493.83
South,NotMetropolitanArea,9,10,332.38
Northeast,MetropolitanArea,1,11,150.89
South,NotMetropolitanArea,27,12,493.83
South,MetropolitanArea,38,12,379.87
South,NotMetropolitanArea,15,10,415.48
South,NotMetropolitanArea,16,16,593.54
Northeast,NotMetropolitanArea,18,14,410.73
Northeast,MetropolitanArea,43,12,664.77
South,MetropolitanArea,20,16,902.18
Midwest,MetropolitanArea,42,9,720.94
Northeast,MetropolitanArea,33,18,1377.02
West,MetropolitanArea,4,16,807.22
Midwest,NotMetropolitanArea,14,18,712.25
West,MetropolitanArea,3,16,830.96
Midwest,MetropolitanArea,45,12,949.67
Midwest,NotMetropolitanArea,21,12,405.18
South,MetropolitanArea,13,12,712.25
South,NotMetropolitanArea,16,9,231.48
South,NotMetropolitanArea,46,8,891.63
Northeast,NotMetropolitanArea,29,16,1305.79
West,NotMetropolitanArea,8,12,673.83
South,MetropolitanArea,27,12,569.8
Northeast,MetropolitanArea,26,12,370.37
West,MetropolitanArea,14,12,474.83
Northeast,MetropolitanArea,21,18,1305.79
Northeast,MetropolitanArea,8,16,403.61
West,NotMetropolitanArea,48,8,493.83
South,MetropolitanArea,39,12,807.22
Northeast,MetropolitanArea,25,12,370.37
Northeast,MetropolitanArea,27,13,830.96
Midwest,MetropolitanArea,14,17,1483.86
West,MetropolitanArea,16,12,735.99
Northeast,MetropolitanArea,8,16,593.54
Northeast,MetropolitanArea,19,12,890.31
South,NotMetropolitanArea,41,10,230.29
South,MetropolitanArea,28,12,462.96
South,MetropolitanArea,15,12,530.03
South,NotMetropolitanArea,10,12,759.73
South,MetropolitanArea,1,16,118.71
Northeast,NotMetropolitanArea,14,16,522.32
Northeast,MetropolitanArea,36,12,474.83
West,MetropolitanArea,11,18,712.25
Midwest,MetropolitanArea,16,12,1267.93
South,NotMetropolitanArea,15,12,406.58
Midwest,NotMetropolitanArea,1,14,246.77
South,MetropolitanArea,4,13,807.22
Northeast,MetropolitanArea,21,12,427.35
South,MetropolitanArea,2,18,664.77
South,MetropolitanArea,20,17,2255.46
Midwest,NotMetropolitanArea,38,12,246.91
South,MetropolitanArea,18,16,783.48
Midwest,MetropolitanArea,36,16,949.67
Northeast,MetropolitanArea,29,11,555.56
West,NotMetropolitanArea,27,12,462.96
Northeast,MetropolitanArea,8,16,1115.86
West,MetropolitanArea,1,12,237.42
Midwest,NotMetropolitanArea,32,11,356.13
South,MetropolitanArea,22,17,1139.6
Midwest,MetropolitanArea,11,12,243.33
Midwest,MetropolitanArea,22,12,546.06
South,NotMetropolitanArea,13,12,356.13
Midwest,MetropolitanArea,42,12,771.6
Midwest,MetropolitanArea,29,18,579.3
Midwest,MetropolitanArea,6,14,398.86
Midwest,NotMetropolitanArea,14,12,474.83
Northeast,MetropolitanArea,35,16,505.87
Midwest,MetropolitanArea,8,16,1068.38
Northeast,MetropolitanArea,18,12,1046.7
Midwest,MetropolitanArea,12,12,493.83
West,MetropolitanArea,28,16,1566.95
South,MetropolitanArea,19,16,1187.08
South,MetropolitanArea,46,15,189.93
West,MetropolitanArea,10,16,228.3
South,MetropolitanArea,0,13,743.21
South,MetropolitanArea,33,14,735.99
Midwest,MetropolitanArea,11,12,764.48
Midwest,MetropolitanArea,22,13,895.75
South,NotMetropolitanArea,15,11,284.9
West,NotMetropolitanArea,23,12,617.28
Northeast,MetropolitanArea,33,13,1568.49
Midwest,MetropolitanArea,3,12,64.1
West,MetropolitanArea,17,16,1139.6
Midwest,MetropolitanArea,11,16,1068.38
Northeast,MetropolitanArea,19,12,569.8
Northeast,MetropolitanArea,16,12,546.06
Midwest,NotMetropolitanArea,12,12,617.28
Midwest,MetropolitanArea,31,10,293.21
South,NotMetropolitanArea,12,12,572.77
South,NotMetropolitanArea,35,12,474.83
South,MetropolitanArea,47,12,925.93
South,NotMetropolitanArea,28,13,493.83
Midwest,MetropolitanArea,13,17,2374.15
Midwest,MetropolitanArea,0,15,427.35
Northeast,MetropolitanArea,24,16,848.77
Midwest,NotMetropolitanArea,3,12,284.9
Midwest,MetropolitanArea,4,16,802.47
Northeast,MetropolitanArea,29,18,623.15
Northeast,MetropolitanArea,9,12,522.32
South,NotMetropolitanArea,11,12,735.99
West,MetropolitanArea,29,16,949.67
West,MetropolitanArea,12,12,474.83
Northeast,MetropolitanArea,7,12,830.96
Northeast,MetropolitanArea,15,12,189.93
Midwest,MetropolitanArea,1,18,680.27
Midwest,MetropolitanArea,42,11,712.25
Midwest,NotMetropolitanArea,12,12,187.42
South,MetropolitanArea,12,12,308.64
South,NotMetropolitanArea,14,13,320.51
Northeast,MetropolitanArea,39,16,474.83
West,NotMetropolitanArea,1,12,137.57
Midwest,NotMetropolitanArea,15,18,807.22
Midwest,NotMetropolitanArea,15,14,769.37
West,MetropolitanArea,10,14,379.87
Midwest,MetropolitanArea,19,17,960.22
Midwest,MetropolitanArea,15,12,353.91
West,MetropolitanArea,4,12,308.64
South,NotMetropolitanArea,30,10,379.87
South,NotMetropolitanArea,22,12,1163.34
South,NotMetropolitanArea,6,12,474.83
Northeast,MetropolitanArea,29,18,1210.83
South,MetropolitanArea,42,12,474.83
Midwest,MetropolitanArea,12,12,712.25
West,MetropolitanArea,18,13,1305.79
Northeast,MetropolitanArea,11,16,688.51
South,NotMetropolitanArea,17,12,617.28
West,MetropolitanArea,40,15,1424.5
Northeast,MetropolitanArea,38,10,712.25
South,NotMetropolitanArea,8,11,246.91
South,MetropolitanArea,19,16,1115.86
Northeast,MetropolitanArea,4,16,379.87
Midwest,MetropolitanArea,14,12,949.67
Northeast,MetropolitanArea,24,13,712.25
South,NotMetropolitanArea,9,12,783.48
West,MetropolitanArea,9,10,360.08
Northeast,MetropolitanArea,20,12,688.51
Northeast,NotMetropolitanArea,42,6,902.18
Midwest,NotMetropolitanArea,10,18,735.99
West,MetropolitanArea,21,18,1780.63
Northeast,NotMetropolitanArea,7,12,626.92
Midwest,MetropolitanArea,10,16,1086.18
West,MetropolitanArea,4,14,379.87
South,NotMetropolitanArea,12,11,505.46
Northeast,MetropolitanArea,15,12,522.32
West,MetropolitanArea,11,16,716.26
West,MetropolitanArea,5,12,294.92
South,NotMetropolitanArea,23,16,735.99
West,MetropolitanArea,0,12,462.96
Northeast,MetropolitanArea,32,14,1975.31
South,MetropolitanArea,15,18,1139.6
South,MetropolitanArea,38,9,712.25
West,MetropolitanArea,42,11,1356.32
South,NotMetropolitanArea,12,16,474.83
West,MetropolitanArea,7,16,783.48
Midwest,MetropolitanArea,11,18,702.75
South,MetropolitanArea,12,16,569.8
South,MetropolitanArea,4,17,123.46
Midwest,MetropolitanArea,29,12,1163.34
West,MetropolitanArea,37,4,261.16
Midwest,MetropolitanArea,37,16,1115.86
Northeast,MetropolitanArea,30,12,759.73
Northeast,MetropolitanArea,19,16,1234.57
South,MetropolitanArea,1,13,261.16
Northeast,MetropolitanArea,21,18,356.13
West,NotMetropolitanArea,6,16,997.15
West,MetropolitanArea,19,12,688.51
Midwest,MetropolitanArea,33,12,1171.26
Northeast,MetropolitanArea,6,12,308.64
West,NotMetropolitanArea,21,12,641.03
Midwest,NotMetropolitanArea,27,12,356.13
Midwest,NotMetropolitanArea,11,10,379.87
Midwest,MetropolitanArea,11,11,949.67
West,MetropolitanArea,33,14,1020.89
Northeast,MetropolitanArea,8,16,1089.74
Midwest,MetropolitanArea,3,12,159.81
Northeast,MetropolitanArea,23,12,1187.08
South,MetropolitanArea,13,11,819.09
West,MetropolitanArea,9,18,1590.69
Midwest,MetropolitanArea,12,12,474.83
South,MetropolitanArea,24,12,660.92
